type	doc_id	status	title
ЗАК	Z2000000364	Новый	О ратификации Договора между Республикой Казахстан и Объединенными Арабскими Эмиратами о передаче осужденных лиц
ЗАК	Z2000000362	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам особо охраняемых природных территорий
ЗАК	Z2000000361	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам здравоохранения
ЗАК	Z2000000359	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам ипотечных займов в иностранной валюте, совершенствования регулирования субъектов рынка платежных услуг, всеобщего декларирования и восстановления экономического роста
ЗАК	Z2000000357	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам государственной службы
ЗАК	Z2000000358	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам аудиторской деятельности
ЗАК	Z2000000354	Новый	О внесении изменений и дополнений в Кодекс Республики Казахстан "О налогах и других обязательных платежах в бюджет" (Налоговый кодекс) и Закон Республики Казахстан "О введении в действие Кодекса Республики Казахстан "О налогах и других обязательных платежах в бюджет" (Налоговый кодекс)"
ЗАК	Z2000000355	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам обеспечения доступности Интернета в сельских населенных пунктах
ЗАК	Z2000000356	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам игорного бизнеса
ЗАК	Z2000000353	Новый	О ратификации Соглашения между Республикой Казахстан и Исламской Республикой Иран о взаимной правовой помощи по гражданским делам
ЗАК	Z2000000351	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам административного процедурно-процессуального законодательства Республики Казахстан
ЗАК	Z2000000352	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам улучшения бизнес-климата
ЗАК	Z2000000348	Новый	О внесении дополнений в Закон Республики Казахстан "Об автомобильном транспорте" по вопросам отслеживания международных автомобильных перевозок
ЗАК	Z2000000349	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам совершенствования исполнительного производства и уголовного законодательства
ЗАК	Z2000000347	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам регулирования цифровых технологий
ЗАК	Z2000000346	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам защиты прав потребителей
ЗАК	Z2000000345	Новый	О ратификации Соглашения об обмене информацией о товарах и транспортных средствах международной перевозки, перемещаемых через таможенные границы Евразийского экономического союза и Китайской Народной Республики
ЗАК	Z2000000342	Новый	О внесении изменений и дополнений в Гражданский процессуальный кодекс Республики Казахстан по вопросам внедрения современных форматов работы судов, сокращения излишних судебных процедур и издержек
ЗАК	Z2000000343	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам лотерей и лотерейной деятельности
ЗАК	Z2000000344	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам военного положения
ЗАК	Z2000000341	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам сокращения количества операторов жилищных программ
ЗАК	Z2000000340	Новый	О внесении изменения и дополнений в Закон Республики Казахстан "О комитетах и комиссиях Парламента Республики Казахстан" по вопросам парламентской оппозиции
ЗАК	Z2000000337	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам запретных зон и запретных районов при арсеналах, базах и складах Вооруженных Сил, других войск и воинских формирований
ЗАК	Z2000000338	Новый	О ратификации Соглашения о механизме прослеживаемости товаров, ввезенных на таможенную территорию Евразийского экономического союза
ЗАК	Z2000000333	Обновленный	О порядке организации и проведения мирных собраний в Республике Казахстан
ЗАК	Z2000000332	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам мобилизационной подготовки и мобилизации
ЗАК	Z2000000334	Новый	О внесении изменений и дополнения в некоторые законодательные акты Республики Казахстан по вопросам порядка организации и проведения мирных собраний в Республике Казахстан
ЗАК	Z2000000336	Новый	О внесении изменения и дополнений в Закон Республики Казахстан "О политических партиях"
ЗАК	Z2000000331	Новый	О ратификации Конвенции о привилегиях и иммунитетах специализированных учреждений
ЗАК	Z2000000330	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам чрезвычайного положения
ЗАК	Z2000000328	Новый	О ратификации Рамочного соглашения о партнерстве (поправки и дополнения к Рамочному соглашению о партнерстве между Правительством Республики Казахстан и Азиатским Банком Развития по усилению сотрудничества в целях экономической диверсификации, устойчивому развитию и всеобъемлющему росту Республики Казахстан от 4 мая 2014 года)
ЗАК	Z2000000329	Новый	О внесении изменения и дополнений в некоторые законодательные акты Республики Казахстан по вопросам гражданско-правовой ответственности в сфере использования атомной энергии
ЗАК	Z2000000325	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам противодействия легализации (отмыванию) доходов, полученных преступным путем, и финансированию терроризма
ЗАК	Z2000000326	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам защиты материнства и детства
ЗАК	Z2000000327	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам регулирования миграционных процессов
ЗАК	Z2000000322	Обновленный	О ветеранах
ЗАК	Z2000000323	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам социального обеспечения
ЗАК	Z2000000324	Новый	О внесении изменений в Кодекс Республики Казахстан "О налогах и других обязательных платежах в бюджет" (Налоговый кодекс) и Закон Республики Казахстан "О введении в действие Кодекса Республики Казахстан "О налогах и других обязательных платежах в бюджет" (Налоговый кодекс)"
ЗАК	Z2000000321	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам труда
ЗАК	Z2000000320	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Соединенных Штатов Америки о консульских привилегиях и иммунитетах
ЗАК	Z2000000314	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Республики Узбекистан о трудовой деятельности и защите прав трудящихся-мигрантов, являющихся гражданами Республики Узбекистан, в Республике Казахстан и трудящихся-мигрантов, являющихся гражданами Республики Казахстан, в Республике Узбекистан
ЗАК	Z2000000315	Новый	О ратификации Протокола о внесении изменений в Соглашение между Правительством Республики Казахстан и Правительством Кыргызской Республики о порядке пребывания граждан Республики Казахстан на территории Кыргызской Республики и граждан Кыргызской Республики на территории Республики Казахстан от 11 мая 2012 года
ЗАК	Z2000000316	Новый	О ратификации Второго протокола о внесении изменений в Договор о коллективной безопасности от 15 мая 1992 года
ЗАК	Z2000000317	Новый	О ратификации Второго протокола о внесении изменений в Соглашение о правовом статусе Организации Договора о коллективной безопасности от 7 октября 2002 года
ЗАК	Z2000000318	Новый	О ратификации Второго протокола о внесении изменений в Устав Организации Договора о коллективной безопасности от 7 октября 2002 года
ЗАК	Z2000000319	Новый	О ратификации Третьего протокола о внесении изменений в Устав Организации Договора о коллективной безопасности от 7 октября 2002 года
ЗАК	Z2000000313	Новый	О ратификации Протокола о присоединении Республики Армения к Соглашению о введении единых форм паспорта транспортного средства (паспорта шасси транспортного средства) и паспорта самоходной машины и других видов техники и организации систем электронных паспортов от 15 августа 2014 года
ЗАК	Z2000000312	Новый	О ратификации Протокола о внесении изменения в Протокол об условиях и переходных положениях по применению Кыргызской Республикой Договора о Евразийском экономическом союзе от 29 мая 2014 года, отдельных международных договоров, входящих в право Евразийского экономического союза, и актов органов Евразийского экономического союза в связи с присоединением Кыргызской Республики к Договору о Евразийском экономическом союзе от 29 мая 2014 года, подписанный 8 мая 2015 г.
ЗАК	Z2000000309	Новый	О ратификации Договора между Республикой Казахстан и Федеративной Республикой Бразилия о выдаче лиц
ЗАК	Z2000000310	Новый	О ратификации Договора между Республикой Казахстан и Федеративной Республикой Бразилия о взаимной правовой помощи по уголовным делам
ЗАК	Z2000000311	Новый	О ратификации Договора между Республикой Казахстан и Федеративной Республикой Бразилия о передаче осужденных лиц
ЗАК	Z2000000308	Новый	О ратификации Соглашения в форме обмена нотами о порядке признания официальных документов, подтверждающих резидентство, выданных уполномоченными органами Республики Казахстан и Республики Армения в рамках Конвенции между Правительством Республики Казахстан и Правительством Республики Армения об избежании двойного налогообложения и предотвращении уклонения от налогообложения в отношении налогов на доходы и на имущество и Протокола к ней от 6 ноября 2006 года
ЗАК	Z2000000307	Новый	О ратификации Девятого дополнительного протокола к Уставу Всемирного почтового союза
ЗАК	Z2000000305	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Российской Федерации о газоснабжении комплекса "Байконур"
ЗАК	Z2000000306	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Республики Узбекистан о сотрудничестве в борьбе с незаконной миграцией
ЗАК	Z2000000304	Новый	О ратификации Многосторонней конвенции по выполнению мер, относящихся к налоговым соглашениям, в целях противодействия размыванию налоговой базы и выводу прибыли из-под налогообложения
ЗАК	Z2000000303	Новый	О ратификации Конвенции Шанхайской организации сотрудничества по противодействию экстремизму
ЗАК	Z2000000301	Новый	О ратификации Протокола о запрещении применения на войне удушающих, ядовитых или других подобных газов и бактериологических средств
ЗАК	Z2000000302	Новый	О ратификации Протокола о внесении изменений и дополнений в Соглашение между Правительством Республики Казахстан и Правительством Российской Федерации о создании на космодроме "Байконур" космического ракетного комплекса "Байтерек" от 22 декабря 2004 года
ЗАК	Z1900000297	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам недропользования, газа и газоснабжения
ЗАК	Z1900000298	Новый	О ратификации Конвенции между Правительством Республики Казахстан и Правительством Республики Кипр об избежании двойного налогообложения и предотвращении уклонения от налогообложения в отношении налогов на доходы и Протокола к ней
ЗАК	Z1900000299	Новый	О ратификации Соглашения между Республикой Казахстан и Советом Европы в отношении привилегий и иммунитетов представителей Группы государств против коррупции и членов оценочных групп
ЗАК	Z1900000300	Новый	О внесении изменений и дополнений в Кодекс Республики Казахстан об административных правонарушениях
ЗАК	Z1900000293	Обновленный	О статусе педагога
ЗАК	Z1900000292	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам совершенствования уголовного, уголовно-процессуального законодательства и усиления защиты прав личности
ЗАК	Z1900000295	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам железнодорожного транспорта
ЗАК	Z1900000290	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам совершенствования процедур реабилитации и банкротства, бюджетного, налогового законодательства и законодательства о железнодорожном транспорте
ЗАК	Z1900000291	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам административно-территориального устройства Республики Казахстан, совершенствования системы государственного управления, межбюджетных отношений, кредитования и образования
ЗАК	Z1900000294	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам статуса педагога, снижения нагрузки на ученика и учителя
ЗАК	Z1900000288	Обновленный	Об охpане и использовании объектов истоpико-культуpного наследия
ЗАК	Z1900000286	Утративший силу	Об обязательном социальном страховании
ЗАК	Z1900000284	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам жилищно-коммунального хозяйства
ЗАК	Z1900000285	Новый	О ратификации Соглашения о гармонизации законодательства государств – членов Евразийского экономического союза в сфере финансового рынка
ЗАК	Z1900000287	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам обязательного социального страхования, социального обеспечения и государственно-частного партнерства в сфере здравоохранения
ЗАК	Z1900000289	Новый	О внесении изменений и дополнения в некоторые законодательные акты Республики Казахстан по вопросам историко-культурного наследия
ЗАК	Z1900000282	Новый	О ратификации Протокола о внесении изменения в Договор аренды комплекса "Байконур" между Правительством Республики Казахстан и Правительством Российской Федерации от 10 декабря 1994 г.
ЗАК	Z1900000283	Новый	О ратификации Договора между Республикой Казахстан и Монголией о передаче осужденных лиц
ЗАК	Z1900000281	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Турецкой Республики о военном сотрудничестве
ЗАК	Z1900000280	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам физической культуры и спорта
ЗАК	Z1900000278	Новый	О ратификации Протокола о внесении изменений в Соглашение между Правительством Республики Казахстан и Правительством Кыргызской Республики о пунктах пропуска через государственную границу от 25 декабря 2003 года
ЗАК	Z1900000279	Новый	О ратификации Протокола о регистрах выбросов и переноса загрязнителей к Конвенции о доступе к информации, участию общественности в процессе принятия решений и доступе к правосудию по вопросам, касающимся окружающей среды
ЗАК	Z1900000277	Новый	О ратификации Соглашения о сотрудничестве государств – участников Содружества Независимых Государств в борьбе с преступлениями в сфере информационных технологий
ЗАК	Z1900000275	С истёкшим сроком	Об объемах трансфертов общего характера между республиканским и областными бюджетами, бюджетами городов республиканского значения, столицы на 2020 – 2022 годы
ЗАК	Z1900000274	Утративший силу	О гарантированном трансферте из Национального фонда Республики Казахстан на 2020 – 2022 годы
ЗАК	Z1900000276	Обновленный	О республиканском бюджете на 2020 – 2022 годы
ЗАК	Z1900000273	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам государственной службы и противодействия коррупции
ЗАК	Z1900000270	Новый	О ратификации Протокола о внесении изменений в Соглашение о сотрудничестве и взаимопомощи в таможенных делах от 15 апреля 1994 года
ЗАК	Z1900000271	Новый	О ратификации Договора между Республикой Казахстан и Украиной об экстрадиции
ЗАК	Z1900000272	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам оказания государственных услуг
ЗАК	Z1900000269	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Республики Армения о сотрудничестве в области гражданской обороны, предупреждения и ликвидации чрезвычайных ситуаций
ЗАК	Z1900000267	Новый	О ратификации Рамочного соглашения между Республикой Казахстан и Северным инвестиционным банком, регулирующего деятельность Северного инвестиционного банка в Республике Казахстан
ЗАК	Z1900000268	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам регулирования агропромышленного комплекса
ЗАК	Z1900000266	Новый	О внесении изменений в Закон Республики Казахстан "О республиканском бюджете на 2019 – 2021 годы"
ЗАК	Z1900000264	Новый	О ратификации Соглашения о международном сотрудничестве между Правительством Республики Казахстан и Европейской организацией по ядерным исследованиям (CERN) относительно научно-технического сотрудничества
ЗАК	Z1900000265	Новый	О ратификации Протокола о внесении изменений в Соглашение между Правительством Республики Казахстан и Правительством Российской Федерации о порядке пересечения казахстанско-российской государственной границы жителями приграничных территорий Республики Казахстан и Российской Федерации от 3 октября 2006 года
ЗАК	Z1900000263	Новый	О внесении изменений и дополнений в Закон Республики Казахстан "О республиканском бюджете на 2019 – 2021 годы"
ЗАК	Z1900000260	Новый	О ратификации Четвертого протокола о внесении изменений в Соглашение об основных принципах военно-технического сотрудничества между государствами – участниками Договора о коллективной безопасности от 15 мая 1992 года
ЗАК	Z1900000261	Новый	О ратификации Договора о запрещении ядерного оружия
ЗАК	Z1900000262	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам регулирования и развития финансового рынка, микрофинансовой деятельности и налогообложения
ЗАК	Z1900000258	Новый	О ратификации Договора между Республикой Казахстан и Литовской Республикой о передаче лиц, осужденных к лишению свободы, и лиц, в отношении которых применены принудительные меры медицинского характера
ЗАК	Z1900000259	Новый	О ратификации Соглашения о торгово-экономическом сотрудничестве между Евразийским экономическим союзом и его государствами-членами, с одной стороны, и Китайской Народной Республикой, с другой стороны
ЗАК	Z1900000257	Новый	О ратификации Рамочного соглашения между Правительством Республики Казахстан и Правительством Китайской Народной Республики о предоставлении Китайской Народной Республикой льготного кредита
ЗАК	Z1900000255	Новый	О ратификации Соглашения между Республикой Казахстан и Российской Федерацией о порядке осуществления контроля за наличием и целевым использованием продукции военного назначения, поставляемой в рамках Договора между Республикой Казахстан и Российской Федерацией о военно-техническом сотрудничестве от 24 декабря 2013 года
ЗАК	Z1900000256	Новый	О ратификации Соглашения о предотвращении инцидентов на Каспийском море
ЗАК	Z1900000252	Новый	О ратификации Соглашения о порядке управления авторскими и смежными правами на коллективной основе
ЗАК	Z1900000253	Новый	О ратификации Временного соглашения, ведущего к образованию зоны свободной торговли между Евразийским экономическим союзом и его государствами-членами, с одной стороны, и Исламской Республикой Иран, с другой стороны
ЗАК	Z1900000254	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Российской Федерации о функционировании Казахстанского филиала Московского государственного университета имени М.В. Ломоносова
ЗАК	Z1900000251	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам жилищных отношений
ЗАК	Z1900000249	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам транспорта
ЗАК	Z1900000247	Новый	О ратификации Протокола о внесении изменения в Соглашение между Республикой Казахстан и Российской Федерацией о статусе города Байконур, порядке формирования и статусе его органов исполнительной власти от 23 декабря 1995 года
ЗАК	Z1900000248	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Республики Таджикистан об оказании безвозмездной военно-технической помощи
ЗАК	Z1900000250	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам передачи функций центральных и (или) местных исполнительных органов Республики Казахстан в конкурентную среду
ЗАК	Z1900000245	Новый	О внесении изменения в Закон Республики Казахстан "О гарантированном трансферте из Национального фонда Республики Казахстан на 2019 – 2021 годы"
ЗАК	Z1900000246	Новый	О внесении изменений и дополнений в Закон Республики Казахстан "О республиканском бюджете на 2019 – 2021 годы"
ЗАК	Z1900000244	Новый	О ратификации Договора между Республикой Казахстан и Социалистической Республикой Вьетнам о взаимной правовой помощи по уголовным делам
ЗАК	Z1900000242	Обновленный	О специальных экономических и индустриальных зонах
ЗАК	Z1900000243	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам специальных экономических и индустриальных зон, привлечения инвестиций, развития и продвижения экспорта, а также социального обеспечения
ЗАК	Z1900000241	Исправление ошибки	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам развития бизнес-среды и регулирования торговой деятельности
ЗАК	Z1900000239	Исправление ошибки	О ратификации Рамочного соглашения между Правительством Республики Казахстан и Правительством Республики Узбекистан о некоторых вопросах сотрудничества в сфере энергетики
ЗАК	Z1900000240	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам, связанным с деятельностью организаций, осуществляющих функции по защите прав ребенка
ЗАК	Z1900000238	Новый	О внесении изменений в Конституцию Республики Казахстан
ЗАК	Z1900000236	Обновленный	Об оборонной промышленности и государственном оборонном заказе
ЗАК	Z1900000237	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам оборонной и аэрокосмической промышленности, информационной безопасности в сфере информатизации
ЗАК	Z1900000231	Новый	О ратификации Соглашения между Республикой Казахстан и Иорданским Хашимитским Королевством о взаимной правовой помощи по уголовным делам
ЗАК	Z1900000232	Новый	О ратификации Соглашения между Республикой Казахстан и Иорданским Хашимитским Королевством о выдаче лиц
ЗАК	Z1900000233	Новый	О ратификации Соглашения между Республикой Казахстан и Иорданским Хашимитским Королевством о передаче осужденных лиц
ЗАК	Z1900000234	Новый	О ратификации Соглашения о сотрудничестве государств – членов Организации Договора о коллективной безопасности в области обеспечения информационной безопасности
ЗАК	Z1900000235	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Республики Беларусь о производственной и научно-технической кооперации организаций оборонных отраслей промышленности
ЗАК	Z1900000228	Новый	О ратификации Протокола о внесении изменений в Соглашение между Правительством Республики Казахстан и Правительством Российской Федерации о торгово-экономическом сотрудничестве в области поставок нефти и нефтепродуктов в Республику Казахстан от 9 декабря 2010 года
ЗАК	Z1900000229	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Кыргызской Республики о режиме казахстанско-кыргызской государственной границы
ЗАК	Z1900000230	Новый	О ратификации Соглашения о маркировке товаров средствами идентификации в Евразийском экономическом союзе
ЗАК	Z1900000227	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам модернизации судебной системы
ЗАК	Z1900000225	Новый	О ратификации Соглашения о международных договорах Евразийского экономического союза с третьими государствами, международными организациями или международными интеграционными объединениями
ЗАК	Z1900000222	Новый	О ратификации Конвенции о правовом статусе Каспийского моря
ЗАК	Z1900000223	Новый	О ратификации Протокола о внесении изменения в Договор о Евразийском экономическом союзе от 29 мая 2014 года
ЗАК	Z1900000224	Новый	О ратификации Соглашения государств – участников Содружества Независимых Государств о сотрудничестве в материально-техническом обеспечении компетентных органов, осуществляющих борьбу с терроризмом и иными насильственными проявлениями экстремизма
ЗАК	Z1900000221	Обновленный	О ратификации Протокола о внесении изменения в Договор о присоединении Кыргызской Республики к Договору о Евразийском экономическом союзе от 29 мая 2014 года, подписанный 23 декабря 2014 года
